name,description,price,marketPrice,year,country,condition,category,stock ,imageName1,imageName2,imageName3,imageName4,youtubeUrl,
#BK64 - Childrens Day 1962 - Block of Four - India MNH - 14 Nov 1962,#BK64 - Childrens Day 1962 - Block of Four - India MNH - 14 Nov 1962 - Buy India Stamps - PhilaBasket.com,,160,1962,india,Mint,"[Block of Four, Children's Day Series, Kids Special, Technology]",1,#BK64 - Childrens Day 1962 - Block of Four - India MNH - 14 Nov 1962 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK65 - International Congress of Ophthalmology - Block of Four - India MNH - 03 Dec 1962,#BK65 - International Congress of Ophthalmology - Block of Four - India MNH - 03 Dec 1962 - Buy India Stamps - PhilaBasket.com,,120,1962,india,Fine,"[Block of Four, Building Stamps, Educational Institute, Medical / Health, Organizations]",1,#BK65 - International Congress of Ophthalmology - Block of Four - India MNH - 03 Dec 1962 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK66 - Srinivas Ramanujan - Block of Four - India MNH - 22 Dec 1962,#BK66 - Srinivas Ramanujan - Block of Four - India MNH - 22 Dec 1962 - Buy India Stamps - PhilaBasket.com,,120,1962,india,Used,"[Block of Four, Personality, Social Message, Social Message, Educational Institute]",1,#BK66 - Srinivas Ramanujan - Block of Four - India MNH - 22 Dec 1962 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK67 - Swami Vivekananda - Block of Four - India MNH - 17 Jan 1963,#BK67 - Swami Vivekananda - Block of Four - India MNH - 17 Jan 1963 - Buy India Stamps - PhilaBasket.com,,160,1963,india,Mint,"[Block of Four, Animal & Wildlife, Bird Stamps, Cultural Theme, Hinduism , Personality, Environment]",1,#BK67 - Swami Vivekananda - Block of Four - India MNH - 17 Jan 1963 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK68 - Freedom from Hunger - Block of Four - India MNH - 21 Mar 1963,#BK68 - Freedom from Hunger - Block of Four - India MNH - 21 Mar 1963 - Buy India Stamps - PhilaBasket.com,,120,1963,india,Fine,"[Block of Four, Agriculture Stamp, Environment, Food on Stamps, Social Message, United Nations UN]",1,#BK68 - Freedom from Hunger - Block of Four - India MNH - 21 Mar 1963 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK69 - Red Cross Centenary - Block of Four - India MNH - 08 May 1963,#BK69 - Red Cross Centenary - Block of Four - India MNH - 08 May 1963 - Buy India Stamps - PhilaBasket.com,,160,1963,india,Used,"[Block of Four, Educational Institute, Organizations, Technology, United Nations UN, Red Cross]",1,#BK69 - Red Cross Centenary - Block of Four - India MNH - 08 May 1963 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK70 - Defence Campaign - Artillery and Helicopter - Block of Four - India MNH - 15 Aug 1963,#BK70 - Defence Campaign - Artillery and Helicopter - Block of Four - India MNH - 15 Aug 1963 - Buy India Stamps - PhilaBasket.com,,1200,1963,india,Mint,"[Block of Four, Army, Aviation Stamps, Organizations, Technology]",1,#BK70 - Defence Campaign - Artillery and Helicopter - Block of Four - India MNH - 15 Aug 1963 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK71 - Dr Dadabhoy Naoroji - Block of Four - India MNH - 04 Sep 1963,#BK71 - Dr Dadabhoy Naoroji - Block of Four - India MNH - 04 Sep 1963 - Buy India Stamps - PhilaBasket.com,,120,1963,india,Fine,"[Block of Four, Freedom Fighter, Personality, Social Message, Women Power]",1,#BK71 - Dr Dadabhoy Naoroji - Block of Four - India MNH - 04 Sep 1963 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK72 - Dr Annie Besant - Block of Four - India MNH - 01 Oct 1963,#BK72 - Dr Annie Besant - Block of Four - India MNH - 01 Oct 1963 - Buy India Stamps - PhilaBasket.com,,120,1963,india,Used,"[Block of Four, Building Stamps, Christianity, Educational Institute, Literature, Organizations, Personality, Women Power]",1,#BK72 - Dr Annie Besant - Block of Four - India MNH - 01 Oct 1963 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
"#BK73 - Wild Life Preservation (Wild Ox, Himalyan Lesser Panda, Indian Elephant, Tiger, Indian Lion) - Block of Four - India MNH - 07 Oct 1963","#BK73 - Wild Life Preservation (Wild Ox, Himalyan Lesser Panda, Indian Elephant, Tiger, Indian Lion) - Block of Four - India MNH - 07 Oct 1963 - Buy India Stamps - PhilaBasket.com",,2600,1963,india,Mint,"[Block of Four, Animal & Wildlife, Bird Stamps , Environment, Fauna and Flora, Organizations, River / Canal, Tiger]",1,"#BK73 - Wild Life Preservation (Wild Ox, Himalyan Lesser Panda, Indian Elephant, Tiger, Indian Lion) - Block of Four - India MNH - 07 Oct 1963 - Buy India Stamps - PhilaBasket.com.jpg",,,,,
#BK74 - Childrens Day 1963 - Block of Four - India MNH - 14 Nov 1963,#BK74 - Childrens Day 1963 - Block of Four - India MNH - 14 Nov 1963 - Buy India Stamps - PhilaBasket.com,,120,1963,india,Fine,"[Block of Four, Building Stamps, Children's Day Series, Kids Special, Sports Stamps, Technology, Women Power]",1,#BK74 - Childrens Day 1963 - Block of Four - India MNH - 14 Nov 1963 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK75 - Declaration of Human Rights - Block of Four - India MNH - 10 Dec 1963,#BK75 - Declaration of Human Rights - Block of Four - India MNH - 10 Dec 1963 - Buy India Stamps - PhilaBasket.com,,120,1963,india,Used,"[Block of Four, Educational Institute, Gandhi Stamps, Organizations, Social Message, Women Power]",1,#BK75 - Declaration of Human Rights - Block of Four - India MNH - 10 Dec 1963 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
"#BK76 - International Congress of Orientalists, New Delhi - Block of Four - India MNH - 04 Jan 1964","#BK76 - International Congress of Orientalists, New Delhi - Block of Four - India MNH - 04 Jan 1964 - Buy India Stamps - PhilaBasket.com",,120,1964,india,Mint,"[Block of Four, Cultural Theme, Fauna and Flora, Social Message, Cultural Theme]",1,"#BK76 - International Congress of Orientalists, New Delhi - Block of Four - India MNH - 04 Jan 1964 - Buy India Stamps - PhilaBasket.com.jpg",,,,,
#BK77 - Utkalmani Pandit Gopabandhu Das - Block of Four - India MNH - 04 Jan 1964,#BK77 - Utkalmani Pandit Gopabandhu Das - Block of Four - India MNH - 04 Jan 1964 - Buy India Stamps - PhilaBasket.com,,120,1964,india,Fine,"[Block of Four, Freedom, Freedom Fighter, Personality, Literature]",1,#BK77 - Utkalmani Pandit Gopabandhu Das - Block of Four - India MNH - 04 Jan 1964 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK78 - PurandaraDasa - Block of Four - India MNH - 14 Jan 1964,#BK78 - PurandaraDasa - Block of Four - India MNH - 14 Jan 1964 - Buy India Stamps - PhilaBasket.com,,160,1964,india,Used,"[Block of Four, Cultural Theme, Dance Stamps, Musical Instrument, Personality]",1,#BK78 - PurandaraDasa - Block of Four - India MNH - 14 Jan 1964 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
"#BK79 - Netaji and INA Martyrs Memorial, Singapore - Block of Four - India MNH - 23 Jan 1964","#BK79 - Netaji and INA Martyrs Memorial, Singapore - Block of Four - India MNH - 23 Jan 1964 - Buy India Stamps - PhilaBasket.com",,0,1964,india,Mint,"[Block of Four, Army, Organizations, Freedom Fighter, Freedom, Personality ]",1,"#BK79 - Netaji and INA Martyrs Memorial, Singapore - Block of Four - India MNH - 23 Jan 1964 - Buy India Stamps - PhilaBasket.com.jpg",,,,,
#BK80 - Sarojini Naidu - Block of Four - India MNH - 13 Feb 1964,#BK80 - Sarojini Naidu - Block of Four - India MNH - 13 Feb 1964 - Buy India Stamps - PhilaBasket.com,,120,1964,india,Fine,"[Block of Four, Bird Stamps , Fauna and Flora, Freedom Fighter, Personality]",1,#BK80 - Sarojini Naidu - Block of Four - India MNH - 13 Feb 1964 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK81 - Kasurba Gandhi - Block of Four - India MNH - 22 Feb 1964,#BK81 - Kasurba Gandhi - Block of Four - India MNH - 22 Feb 1964 - Buy India Stamps - PhilaBasket.com,,160,1964,india,Used,"[Block of Four, Freedom, Freedom Fighter, Gandhi Stamps, Personality]",1,#BK81 - Kasurba Gandhi - Block of Four - India MNH - 22 Feb 1964 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK82 - Dr W M Haffkine - Block of Four - India MNH - 16 Mar 1964,#BK82 - Dr W M Haffkine - Block of Four - India MNH - 16 Mar 1964 - Buy India Stamps - PhilaBasket.com,,120,1964,india,Mint,"[Block of Four, Building Stamps, Medical / Health, Organizations, Personality]",1,#BK82 - Dr W M Haffkine - Block of Four - India MNH - 16 Mar 1964 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK83 - Jawaharlal Nehru 1889 - 1964 - Block of Four - India MNH - 12 Jun 1964,#BK83 - Jawaharlal Nehru 1889 - 1964 - Block of Four - India MNH - 12 Jun 1964 - Buy India Stamps - PhilaBasket.com,,120,1964,india,Fine,"[Block of Four, Freedom, Freedom Fighter, Personality, Kids Special]",1,#BK83 - Jawaharlal Nehru 1889 - 1964 - Block of Four - India MNH - 12 Jun 1964 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK84 - Sir Asutosh Mukherjee - Block of Four - India MNH - 29 Jun 1964,#BK84 - Sir Asutosh Mukherjee - Block of Four - India MNH - 29 Jun 1964 - Buy India Stamps - PhilaBasket.com,,120,1964,india,Used,"[Block of Four, Building Stamps, Personality]",1,#BK84 - Sir Asutosh Mukherjee - Block of Four - India MNH - 29 Jun 1964 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK85 - Sri Aurobindo - Block of Four - India MNH - 15 Aug 1964,#BK85 - Sri Aurobindo - Block of Four - India MNH - 15 Aug 1964 - Buy India Stamps - PhilaBasket.com,,120,1964,india,Mint,"[Block of Four, Educational Institute, Personality, Hinduism]",1,#BK85 - Sri Aurobindo - Block of Four - India MNH - 15 Aug 1964 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK86 - Raja Rammohan Roy - Block of Four - India MNH - 27 Sep 1964,#BK86 - Raja Rammohan Roy - Block of Four - India MNH - 27 Sep 1964 - Buy India Stamps - PhilaBasket.com,,120,1964,india,Fine,"[Block of Four, Historical Place, Building Stamps, Educational Institute, Cultural Theme, Hinduism , Personality]",1,#BK86 - Raja Rammohan Roy - Block of Four - India MNH - 27 Sep 1964 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK87 - International Standards Organization - Block of Four - India MNH - 09 Nov 1964,#BK87 - International Standards Organization - Block of Four - India MNH - 09 Nov 1964 - Buy India Stamps - PhilaBasket.com,,120,1964,india,Used,"[Block of Four, Organizations, Space ]",1,#BK87 - International Standards Organization - Block of Four - India MNH - 09 Nov 1964 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK88 - Childrens Day 1964 - Block of Four - India MNH - 14 Nov 1964,#BK88 - Childrens Day 1964 - Block of Four - India MNH - 14 Nov 1964 - Buy India Stamps - PhilaBasket.com,,120,1964,india,Mint,"[Block of Four, Building Stamps, Children's Day Series, Kids Special, Personality]",1,#BK88 - Childrens Day 1964 - Block of Four - India MNH - 14 Nov 1964 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK89 - St Thomas - Block of Four - India MNH - 02 Dec 1964,#BK89 - St Thomas - Block of Four - India MNH - 02 Dec 1964 - Buy India Stamps - PhilaBasket.com,,120,1964,india,Fine,"[Block of Four, Ships, Organizations, Personality]",1,#BK89 - St Thomas - Block of Four - India MNH - 02 Dec 1964 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK90 - XXII International Geological Congress (New Delhi) - Block of Four - India MNH - 14 Dec 1964,#BK90 - XXII International Geological Congress (New Delhi) - Block of Four - India MNH - 14 Dec 1964 - Buy India Stamps - PhilaBasket.com,,120,1964,india,Used,"[Block of Four, Educational Institute, Organizations, Space]",1,#BK90 - XXII International Geological Congress (New Delhi) - Block of Four - India MNH - 14 Dec 1964 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK91 - Jamsetji Tata - Block of Four - India MNH - 07 Jan 1965,#BK91 - Jamsetji Tata - Block of Four - India MNH - 07 Jan 1965 - Buy India Stamps - PhilaBasket.com,,120,1965,india,Mint,"[Block of Four, Personality, ]",1,#BK91 - Jamsetji Tata - Block of Four - India MNH - 07 Jan 1965 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK92 - Lala Lajpat Rai - Block of Four - India MNH - 28 Jan 1965,#BK92 - Lala Lajpat Rai - Block of Four - India MNH - 28 Jan 1965 - Buy India Stamps - PhilaBasket.com,,160,1965,india,Fine,"[Block of Four, Freedom Fighter, Freedom, Personality]",1,#BK92 - Lala Lajpat Rai - Block of Four - India MNH - 28 Jan 1965 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK93 - International Chamber of Commerce - Block of Four - India MNH - 08 Feb 1965,#BK93 - International Chamber of Commerce - Block of Four - India MNH - 08 Feb 1965 - Buy India Stamps - PhilaBasket.com,,120,1965,india,Used,"[Block of Four, Organizations, Ships]",1,#BK93 - International Chamber of Commerce - Block of Four - India MNH - 08 Feb 1965 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
"#BK94 - National Maritime Day, Vizag - Block of Four - India MNH - 05 Apr 1965","#BK94 - National Maritime Day, Vizag - Block of Four - India MNH - 05 Apr 1965 - Buy India Stamps - PhilaBasket.com",,120,1965,india,Mint,"[Block of Four, Organizations, ships, Technology, Army, Transport, ]",1,"#BK94 - National Maritime Day, Vizag - Block of Four - India MNH - 05 Apr 1965 - Buy India Stamps - PhilaBasket.com.jpg",,,,,
#BK95 - Abraham Lincoln - Block of Four - India MNH - 15 Apr 1965,#BK95 - Abraham Lincoln - Block of Four - India MNH - 15 Apr 1965 - Buy India Stamps - PhilaBasket.com,,120,1965,india,Fine,"[Block of Four, Personality, Social Message]",1,#BK95 - Abraham Lincoln - Block of Four - India MNH - 15 Apr 1965 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK96 - International Telecommunication Union - Block of Four - India MNH - 17 May 1965,#BK96 - International Telecommunication Union - Block of Four - India MNH - 17 May 1965 - Buy India Stamps - PhilaBasket.com,,120,1965,india,Used,"[Block of Four, Organizations, Technology]",1,#BK96 - International Telecommunication Union - Block of Four - India MNH - 17 May 1965 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK97 - Jawahar Jyoti - Block of Four - India MNH - 27 May 1965,#BK97 - Jawahar Jyoti - Block of Four - India MNH - 27 May 1965 - Buy India Stamps - PhilaBasket.com,,120,1965,india,Mint,"[Block of Four, Personality, Cultural Theme, Social Message, Fauna and Flora]",1,#BK97 - Jawahar Jyoti - Block of Four - India MNH - 27 May 1965 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK98 - International Cooperation Year - Block of Four - India MNH - 26 Jun 1965,#BK98 - International Cooperation Year - Block of Four - India MNH - 26 Jun 1965 - Buy India Stamps - PhilaBasket.com,,120,1965,india,Fine,"[Block of Four, Commemorative, Social Message, ]",1,#BK98 - International Cooperation Year - Block of Four - India MNH - 26 Jun 1965 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK99 - Indian Mount Everest Expedition - Block of Four - India MNH - 15 Aug 1965,#BK99 - Indian Mount Everest Expedition - Block of Four - India MNH - 15 Aug 1965 - Buy India Stamps - PhilaBasket.com,,120,1965,india,Used,"[Block of Four, Sports Stamps, Environment, Social Message]",1,#BK99 - Indian Mount Everest Expedition - Block of Four - India MNH - 15 Aug 1965 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK100 - Govind vallabh pant - Block of Four - India MNH - 10 Sep 1965,#BK100 - Govind vallabh pant - Block of Four - India MNH - 10 Sep 1965 - Buy India Stamps - PhilaBasket.com,,120,1965,india,Mint,"[Block of Four, Freedom Fighter, Freedom, Personality]",1,#BK100 - Govind vallabh pant - Block of Four - India MNH - 10 Sep 1965 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK101 - Sardar Vallabhbhai Patel - Block of Four - India MNH - 31 Oct 1965,#BK101 - Sardar Vallabhbhai Patel - Block of Four - India MNH - 31 Oct 1965 - Buy India Stamps - PhilaBasket.com,,120,1965,india,Fine,"[Block of Four, Freedom Fighter, Freedom, Personality]",1,#BK101 - Sardar Vallabhbhai Patel - Block of Four - India MNH - 31 Oct 1965 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK102 - Deshbandhu Chittaranjan Das - Block of Four - India MNH - 05 Nov 1965,#BK102 - Deshbandhu Chittaranjan Das - Block of Four - India MNH - 05 Nov 1965 - Buy India Stamps - PhilaBasket.com,,120,1965,india,Used,"[Block of Four, Freedom Fighter, Freedom, Personality]",1,#BK102 - Deshbandhu Chittaranjan Das - Block of Four - India MNH - 05 Nov 1965 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK103 - Vidyapati - Block of Four - India MNH - 17 Nov 1965,#BK103 - Vidyapati - Block of Four - India MNH - 17 Nov 1965 - Buy India Stamps - PhilaBasket.com,,120,1965,india,Mint,"[Block of Four, Personality, Literature]",1,#BK103 - Vidyapati - Block of Four - India MNH - 17 Nov 1965 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK104 - Pacific Area Travel Association - Block of Four - India MNH - 24 Jan 1966,#BK104 - Pacific Area Travel Association - Block of Four - India MNH - 24 Jan 1966 - Buy India Stamps - PhilaBasket.com,,120,1966,india,Fine,"[Block of Four, Organizations, Building Stamps, Historical Place]",1,#BK104 - Pacific Area Travel Association - Block of Four - India MNH - 24 Jan 1966 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK105 - Jai Jawan - Block of Four - India MNH - 26 Jan 1966,#BK105 - Jai Jawan - Block of Four - India MNH - 26 Jan 1966 - Buy India Stamps - PhilaBasket.com,,120,1966,india,Used,"[Block of Four, Army, Organizations, Social Message]",1,#BK105 - Jai Jawan - Block of Four - India MNH - 26 Jan 1966 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK106 - Lal Bahadur Shastri - Block of Four - India MNH - 26 Jan 1966,#BK106 - Lal Bahadur Shastri - Block of Four - India MNH - 26 Jan 1966 - Buy India Stamps - PhilaBasket.com,,120,1966,india,Mint,"[Block of Four, Freedom Fighter, Freedom, Personality]",1,#BK106 - Lal Bahadur Shastri - Block of Four - India MNH - 26 Jan 1966 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK107 - Kambar - Block of Four - India MNH - 05 Apr 1966,#BK107 - Kambar - Block of Four - India MNH - 05 Apr 1966 - Buy India Stamps - PhilaBasket.com,,120,1966,india,Fine,"[Block of Four, Personality, Ramayana, Literature]",1,#BK107 - Kambar - Block of Four - India MNH - 05 Apr 1966 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK108 - Dr B R Ambedkar - Block of Four - India MNH - 14 Apr 1966,#BK108 - Dr B R Ambedkar - Block of Four - India MNH - 14 Apr 1966 - Buy India Stamps - PhilaBasket.com,,120,1966,india,Used,"[Block of Four, Freedom Fighter, Freedom, Personality]",1,#BK108 - Dr B R Ambedkar - Block of Four - India MNH - 14 Apr 1966 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK109 - Kunwar Singh - Block of Four - India MNH - 23 Apr 1966,#BK109 - Kunwar Singh - Block of Four - India MNH - 23 Apr 1966 - Buy India Stamps - PhilaBasket.com,,120,1966,india,Mint,"[Block of Four, Freedom Fighter, Freedom, Personality]",1,#BK109 - Kunwar Singh - Block of Four - India MNH - 23 Apr 1966 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK110 - Gopal Krishna Gokhale - Block of Four - India MNH - 09 May 1966,#BK110 - Gopal Krishna Gokhale - Block of Four - India MNH - 09 May 1966 - Buy India Stamps - PhilaBasket.com,,120,1966,india,Fine,"[Block of Four, Freedom Fighter, Freedom, Personality]",1,#BK110 - Gopal Krishna Gokhale - Block of Four - India MNH - 09 May 1966 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
